Sentence,Protein,UniProtId,Phenotype,HPOId,type,Label
"Regorafenib is a multikinase inhibitor that blocks the activity of protein kinases of several receptors (VEGFR1, VEGFR2, VEGFR3, TIE2, KIT, RET, RAF1, BRAF, PROT, and FGFR) involved in various signaling pathways regulating angiogenesis, PHENO growth, and tumor microenvironment [88].",PDGFR,P09619,tumor,HP:0002664,ft,Bad-CoM
"PROT (CRT), as a multifunctional protein, is involved in a spectrum of cellular processes including inflammation, autoimmunity, and PHENO initiation/progression.",Calreticulin,P27797,cancer,HP:0002664,ft,Good-CoM
"PROT has been found highly expressed in PHENO vasculature and mediates angiogenesis during tumorigenesis showing a potential role in cancer progression (7,8).",Fibronectin,P02751,tumor,HP:0002664,ft,Good-CoM
"In neuroinflammation, macrophage migration inhibitory factor (PROT) is produced and has been suggested to have a putative role in sudden SNHL, Meniere disease, and noise induced PHENO (see Table 2).",MIF,P03971,hearing loss,HP:0000365,ft,Good-CoM
"The comparable tumor initiating potential and similar expression of stem cell marker ALDH1 in HER2+ and PROT  CTCs suggests underlying tumor cell plasticity in these advanced patient-derived breast CTC lines, rather than a hierarchical cancer stem cell model as described in drug resistant subpopulations within established breast PHENO cell lines7,10 15.",HER2,P04626,cancer,HP:0002664,ft,Good-CoM
"With regards to local recurrence (LR), only 1 of 79 (1.3%) patients with a CL PHENO had a LR as compared to 21 (5.4%) of luminal A, 15 (6.8%) of luminal B, 6 (28.6%) of the PROT enriched patients, 4 (7.5%) of the basal-like (p<0.001, Table 3, Fig 5).",HER2,P04626,tumor,HP:0002664,ft,Bad-CoM
"These data provide first in vitro and in vivo evidence of the integral role of previously unrecognized crosstalk between BITC, p53/PROT and p73/LKB1 axes in breast PHENO growth-inhibition.",LKB1,Q15831,tumor,HP:0002664,ft,Good-CoM
"Although a number of studies revealed that a variety of mechanisms can stimulate acquired resistance to EGFR-TKI including secondary mutations within EGFR at position T790, mutation in EGFR effector proteins, small-cell lung PHENO histologic transformation and upregulation of parallel receptor tyrosine kinases (e.g., MET, PROT and AXL) [4], the mechanisms responsible for about 20 30% of cases of acquired resistance to EGFR-TKIs are still unknown.",HER2,P04626,cancer,HP:0002664,ft,Bad-CoM
"Moreover, our study showed that c-Src was activated by RANKL in the migration of PHENO cells.13 Furthermore, c-Src expression showed a significantly positive linear relationship with PROT in breast cancer patients,27 indicating the relationship between c-Src and the RANKL/RANK pathway.",RANK,Q9Y6Q6,breast cancer,HP:0003002,ft,Good-CoM
Intravital imaging showed that in vivo PROT inhibition has heterogeneous effect on PHENO cell motility and did not prevent metastasis spread.,LIMK,P53667,tumor,HP:0002664,ft,Good-CoM
"Chi-square test, comparative analysis of survival curve, disease-free survival and COX risk assessment method were used to understand the association of PROT with the occurrence and progression and prognostic significance of cervical PHENO.",ADAR1,P55265,squamous cell carcinoma,HP:0002860,ft,Bad-CoM
"Hormone therapy use was strongly associated with risk of luminal-like PHENO, and less so with risk of PROT-positive or triple-negative cancer.",HER2,P04626,breast cancer,HP:0003002,ft,Bad-CoM
"Compared to control animals, mice with ablation of JNK3 in the germline, mice lacking PROT in leptin receptor expressing cells, and mice lacking JNK3 in Agrp neurons, all display increased food intake, increased adiposity, and PHENO specifically when placed on high-fat diet [34].",JNK3,P53779,insulin resistance,HP:0000855,ft,Good-CoM
"More specifically, genetic deletion of Hif-1  before leukemia initiation by different AML oncogenic mutations (PROT-ETO, MLL-AF9, HOXA9/MEIS1) revealed that loss of Hif-1  expression did not delay PHENO initiation or progression in any of the genetic models tested, and, contrary to previous data, its deletion either did not regulate or rather increased leukemia self-renewal in secondary transplantation experiments [26].",AML1,Q01196,leukemia,HP:0001909,ft,Good-CoM
"Osteoprotegerin (PROT) acts as a decoy receptor for receptor activator of nuclear factor kappa-B ligand (RANKL), which allows sufficient microenvironmental conditions to influence PHENO cell migration (Figure 2b) [74, 75].",OPG,O00300,cancer,HP:0002664,ft,Good-CoM
"Importantly, the specific interaction of Rho GTPases with PHENO supressor deleted in liver cancer-1 (PROT) has been shown to decrease FAK-dependent localization of paxillin at immature focal adhesions, thus controlling the lifetime of nascent focal adhesions [118].",DLC1,Q9Y238,tumor,HP:0002664,ft,Good-CoM
"In addition, the tumor endothelium expresses 2 albumin-binding proteins, namely, secreted protein acidic and rich in cysteine (PROT) and gp60 receptor [71 73], which may facilitate the uptake and retention of the HSA complex in the PHENO interstitium.",SPARC,P09486,tumor,HP:0002664,ft,Good-CoM
This information would be important for planning further strategies in PHENO treatment with PROT reactivators.,P53,P04637,cancer,HP:0002664,ft,Bad-CoM
"Since 1992, the serum prostate-specific-antigen (PROT) screen was used on a wide population use of this marker helped in early diagnosis of prostate PHENO and thus contributed to improvements in subsequent 5-year survival rates [4 6].",PSA,Q9Y617,cancer,HP:0002664,ft,Good-CoM
"A375 PHENO cells were transfected with a siRNA against Ire-1  (si Ire-1 ), PROT (siCHOP), or a siRNA control (siCtrl).",CHOP,P35638,melanoma,HP:0002861,ft,Bad-CoM
"These proteins include cancer antigen 125 (CA125) in ovarian cancer, alpha-fetoprotein (AFP) in liver cancer, carcinoembryonic antigen (CEA) in colon cancer, and prostate-specific antigen (PROT) in prostate PHENO.",PSA,Q9Y617,cancer,HP:0002664,ft,Good-CoM
"Our findings, which demonstrated prognostic value of p-eIF2  in PHENO, are partially consistent with this previous research, because PROT is also involved in the PERK-p-eIF2  signaling pathway and predicts better DFS in patients with breast cancer.",CHOP,P35638,breast cancer,HP:0003002,ft,Bad-CoM
"RANKL/PROT binding triggers osteoclast differentiation and activation and too much of either results in excess bone resorption leading to PHENO and other bone disorders [46, 47].",RANK,Q9Y6Q6,osteoporosis,HP:0000939,ft,Good-CoM
"Next, to determine the effects of Slug on VEGF-C/PROT-mediated cancer stemness in PHENO cells, we re-expressed Slug in VEGF-C-knockdown BCC cells.",VEGFR3,P35916,skin cancer,HP:0008069,ft,Bad-CoM
Increasing evidence suggests that HER3 is the preferred partner and to a somewhat lesser extent EGFR and PROT for amplified HER2 in breast PHENO [12 14].,HER4,Q15303,cancer,HP:0002664,ft,Good-CoM
The PI3K/AKT pathway significantly contributes to the ligand-driven PROT signaling activities detected by CELx HSF tests in patient-derived PHENO primary cells.,HER2,P04626,breast tumor,HP:0100013,ft,Good-CoM
PROT has been described as a target in breast cancer therapy and the role of HSP27 in the maintenance of PHENO stem cells was pointed out by Wei et al.,HSP27,P04792,breast cancer,HP:0003002,ft,Good-CoM
"It is worth to note that the levels of unphosphorylated proteins other than PROT, like mTOR (Figure 5b), Src and Erk1,2 (Figure S4) increased in PHENO extracts from resveratrol group.",HER2,P04626,tumor,HP:0002664,ft,Bad-CoM
The PROT statuses of PHENO tissues were examined by 18 pathologists at 14 participating centers.,HER2,P04626,tumor,HP:0002664,ft,Bad-CoM
"Furthermore, a recently published study (23) confirmed that PROT and MCT4 regulated the migration and invasion of PHENO, indicating that interaction of metabolic pattern changes in the microenvironment is an important mechanism of tumor progression.",MCT1,P53985,pancreatic cancer,HP:0002894,ft,Good-CoM
"A myriad of studies showed that elevated expression level of PROT in malignant tumors was correlated with poor clinical outcomes in patients with diverse types of solid tumors such as lung cancer [14, 15], PHENO [16, 17], esophageal cancer [18], hepatocellular carcinoma [10], gallbladder carcinoma [19], colorectal cancer [20 23], oral squamous cell carcinoma [24 28], bladder cancer [29], ovarian cancer [30], head and neck squamous cell carcinoma [31], and salivary gland tumor [32].",GLUT1,P11166,breast cancer,HP:0003002,ft,Good-CoM
PROT induces PHENO angiogenesis that has a pivotal role in solid tumor growth and metastasis.,Leptin,P41159,tumor,HP:0002664,ft,Good-CoM
"It was reported that heat shock protein 60 (PROT) is the only ligand of TREM2 that has been identified on the surface of astrocytes and PHENO cells125, and another study showed that nucleic acids may also be a potential ligand of TREM2 on ischemic neurons122.",HSP60,P10809,neuroblastoma,HP:0003006,ft,Good-CoM
"Other protein-encoding genes (FGL2, CTSB, PROT, SLCO2B1, NARF and JTB) have disease related functions, such as viral hepatitis and ileum PHENO.",TPP1,Q96AP0,cancer,HP:0002664,ft,Good-CoM
"To investigate a possible direct tumoricidal effect of PROT on PHENO cells, we analyzed the cell cycle distribution of CL1 cells treated with or without PEDF.",PEDF,P36955,tumor,HP:0002664,ft,Bad-CoM
"In conclusion, serum ferritin is significantly associated with prostate cancer and may serve as a non-invasive biomarker to complement the PROT test in the diagnosis and prognostic evaluation of prostate PHENO.",PSA,Q9Y617,cancer,HP:0002664,ft,Good-CoM
"Previously, we reported that PROT expression significantly impairs medulloblastoma PHENO growth in vitro and in vivo and also alters chemo sensitivity.",SPARC,P09486,tumor,HP:0002664,ft,Good-CoM
"Binding of PROT to RANK initiates osteoclast differentiation/activation, and thus is critical for their survival and promotion of bone resorption, and ultimately plays a role in pathogenesis of postmenopausal PHENO.",RANKL,O14788,osteoporosis,HP:0000939,ft,Good-CoM
"Among the many MCT family members, PROT and MCT4, along with the chaperon protein CD147, stand out as possible therapeutic targets due to their role in PHENO adaptation to the microenvironment.",MCT1,P53985,tumor,HP:0002664,ft,Bad-CoM
"These mutations reduce both the molecular weight and the immunogenicity of PROT-HV, which was developed as a novel anti-PHENO drug candidate, and has been shown to have multiple functions, including fibrinolysis triggered by SAK-mutant, anti-coagulation exerted by hirudin-12, and the inhibition of platelet aggregation induced by RGD [24].",SAK,O00444,atherosclerosis,HP:0002621,ft,Bad-CoM
"The expression of genes such as BMP-2, COLLIA1, OCN (which demonstrate an anabolic effect) and PHENO of others like PROT (leading to suppression of osteoclast activity), all stimulated by statins, may regulate the role of this class of drugs in bone formation.",RANKL,O14788,depression,HP:0000716,ft,Bad-CoM
There is preclinical evidence in other PHENO types that RAF inhibitors increase MAP kinase pathway activity by inducing C-RAF heterodimers or B-PROT homodimers[10-12].,RAF,P04049,tumor,HP:0002664,ft,Bad-CoM
"Moreover, preliminary data would seem to show that cannabinoid agonists may increase the efficacy of PROT in the therapy of brain PHENO.",MLT,Q9UDY8,glioblastoma,HP:0100843,ft,Bad-CoM
Changes in the protein sequence can affect its activity and result in PHENO due to PROT-induced osteoclastogenesis.,RANKL,O14788,increased bone resorption,HP:0002797,ft,Good-CoM
"Mutations in the SLC25A12, which encodes the mitochondrial aspartate-glutamate carrier isoform 1 (PROT), were identified in patients presenting a developmental delay, hypotonia and intractable PHENO associated with a global hypomyelination in the brain (Wibom et al., 2009; Falk et al., 2014).",AGC1,P16112,seizures,HP:0001250,ft,Good-CoM
"Using PROT-gene amplified JIMT-, a cell line used to explore resistance against HER1/2-targeted drugs, the anti-PHENO activity of EVOO phenolic extracts from 14 Spanish single-variety oils positively correlated with the phenolic index (i.e., total content of phenolic components) and with a higher content of secoiridoids, rather than lignans.",HER2,P04626,cancer,HP:0002664,ft,Bad-CoM
PROT expression was markedly negatively associated with growth arrest and DNA-damage-inducible 45 -interacting protein 1 (GADD45GIP1) expression in ovarian PHENO.,NAC1,P35498,cancer,HP:0002664,ft,Good-CoM
"PROT inhibitors have been shown to reduce plasma uric acid levels (10 15%) as a result of increased PHENO, leading to the secretion of uric acid in exchange for glucose reabsorption via the glucose transporter (GLUT) 9 [46,75].",SGLT2,P31639,glycosuria,HP:0003076,ft,Good-CoM
"Given these various considerations, our next steps as a field should be guided by how confident we are that this analysis has identified the optimal patient selection strategy for PROT-targeted therapy in platinum-resistant ovarian PHENO.",HER3,P21860,cancer,HP:0002664,ft,Bad-CoM
